contract,args,call_1,call_2,callable_more_than_once
a610517ce7911d1ae2568d11627a1a400624283fac1a526f0ff1fd2933bc5053.wasm,"address, [Other y], address, , 4yl, 585194","Error(Contract, #20)","Error(Contract, #20)",unknown
a638770cb62c07e0ed07799cb642a81dc3b88a142b04b29f17624c2e89edbfd3.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
a65fc38be708c9b6cc204d6b6046fcd3d8bd4a5e7e9a5a47233d4754bb5abd81.wasm,"address, address, bytes[32], [address address address], 905183","Error(Contract, #2001)","Error(Contract, #2001)",unknown
a68e8d0da3c2fbca44a32df84cc13ebd62aea5f11e766aa0ffdac234ff4fe3f2.wasm,"address, 316129, 0d, ","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
a6dc9e23fed0d6f006c64a80da83c4281b5242f9af60e69b8b85c0a09b5891cc.wasm,address,ok,"Error(Contract, #2)",no
a714fa7d78ea22d1f1988541119da873a392d712ab31874d6e5e3251b92e7f83.wasm,"address, 756296, , sxr","Error(Contract, #605)","Error(Contract, #605)",unknown
a72d2e12f5f1f1b07fdc78120fe1badfef176093952d00729f8e4390619f75ed.wasm,"address, address, {icon_asset_manager:  native_address: address upgrade_authority: address xcall: address xcall_manager: address}","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
a7463634674ca764401e713e4e29aef4e8521877f76ab78b1e91bea9d46ec6bb.wasm,"address, [Other 0gh], [[Stellar address] [Stellar address] [Stellar address]], [{asset: [Stellar address] decimals: 235963 oracle_id: address resolution: 561141} {asset: [Stellar address] decimals: 4559 oracle_id: address resolution: 76637}], 325175","Error(Contract, #101)","Error(Contract, #101)",unknown
a757a1ed02cb764a3d76d9c6a82fb3ab67fc1e5ccf980966f5a89a0bb280949c.wasm,"address, address, 809102, address, 15727, 653597, 625873","Error(Contract, #4)","Error(Contract, #4)",unknown
a757fd97e5a67f586c5aadf6ba8d17a9d3df872ccae093e564c2b3de143c05f3.wasm,"address, address, 995345, 962903, address, address, 722472",ok,"Error(Contract, #1)",no
a7c203aa733552f91783eff20658a6eef3881fa7a13ba0b7bbc5596b744d2e69.wasm,{admin: address chain_id: 656297},ok,"Error(Contract, #3)",no
a7e72f6d1125726d9efc443b553d730feb81afc1c77b53f56d76cab86c5a0502.wasm,"address, address, address, address, address, {downvote_ice_token: address govern_ice_token: address ice_token: address upvote_ice_token: address}, address, 377573",ok,"Error(Contract, #2)",no
a7fc77a01139a52eb4ed209b33222ffddada8833495fd802029d050da4f47fe0.wasm,"address, address, address, address, address, {downvote_ice_token: address govern_ice_token: address ice_token: address upvote_ice_token: address}, address, 916986",ok,"Error(Contract, #2)",no
a80e37912a85e673fc4ca69c8f7f313b6d2a7fef8f32ffff061e298af4778038.wasm,"address, , z",ok,"Error(WasmVm, InvalidAction)",no
a81ccd988cf9b52493e048309b1ff8b0d01cdcd6bece8cf173ef69dee42114fd.wasm,"address, address, 853502, 568208, address, address, 268643",ok,"Error(Contract, #1)",no
a8231e9573e6a4d978f98e30bf6bf23f97f1910a2dc509690dd0a502aedd3cce.wasm,"address, address",ok,"Error(Contract, #2)",no
a890a551d8b8883e69fe90f826203e2d7a77f9247f75771395285e1229494677.wasm,"address, address",ok,"Error(WasmVm, InvalidAction)",no
a89ca4283f5a713b476842a3ef8ba16c19e9ac42826b87907cad3bdc01356b56.wasm,"address, address, [{percent: 438794 time: 820813} {percent: 530955 time: 317677} {percent: 494305 time: 32186}]","Error(Contract, #100)","Error(Contract, #100)",unknown
a8e494180c0683a17671f9d14ea2add484927907b021d0c8d2ed23cecd705e02.wasm,address,ok,"Error(Contract, #504)",no
a90ecc36d38251494b70c53a2b46ca519726a898ed98ee22bba82ceb1e27a8eb.wasm,address,ok,"Error(Contract, #4)",no
a933f95f203410bc2d86d4f1cae26893046b8c391dd8b517855dc01d0adfe974.wasm,"address, bytes[32], [], 813492","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
a97e54340c1feb2010ae3a243345844984c93da820c9eb85ac645adca8f9b15f.wasm,"address, address, address, address","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
a9b7b0905e4fe764c8f2c9bc0a88585bca9b6896e0cdf4f9d147a5aec907e08b.wasm,"address, address, 453765, address, address, ax, 632612, 0, 116578, address",ok,"Error(Contract, #5)",no
a9f0a93a8648c9b8758f35831c9fc19b41af3530980f9ed6c1da252035e5d37f.wasm,address,ok,"Error(Contract, #4)",no
a9fa75b357cf1e4a9bcd1e6652256827a3af10d32401cbc9885edb8078f9a39d.wasm,"address, address, 297075",ok,"Error(WasmVm, InvalidAction)",no
aa069f7c28c992fe4378d62d8020a1228a2eb0049ae91409b56e81bcb6271e94.wasm,"address, [address address address], 5g4",ok,"Error(Contract, #1)",no
aa177afe68130967af8fa7ad400077c8f14795458d7e090b102f487a518dd28b.wasm,"address, {icon_bn_usd:  nid: 2a upgrade_authority: address xcall: address xcall_manager: address xcall_network_address: }",ok,"Error(Contract, #2)",no
aa30187a5d0a14ec4352b6e255bc1a33682dba1b0e84484c4a2778fd5bd38cbf.wasm,"address, address",ok,"Error(Contract, #2)",no
aa7d998cd78d3ac9042abf74fc270e70f2d7c7131582885194a3f709cddbefb6.wasm,"address, address, address, address, address, 517976, 709059, 324213",ok,"Error(WasmVm, InvalidAction)",no
aab6f670caa14f0e428bb592487e3bdfb10cc906967bb3139111409715d46b80.wasm,"82, x, address, address","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
aade985c19b718eac84b21b1f75f83a5e49bf7cb7f2524a192d62c5fb7d08822.wasm,address,ok,"Error(Contract, #3)",no
ab13f55a2938ed834d10aa4e008128edcec35969f56a925aade6fe5dafcbb7ab.wasm,address,ok,"Error(Contract, #3)",no
ab203460438ce7b7263237d7cc393294652965936afb7efb91bf89d22fd91c11.wasm,bytes[32],ok,"Error(Contract, #1)",no
ab3941461656a7681370104483aa524cbf442730550b0585d112587998033cba.wasm,"address, address, address",ok,"Error(Contract, #2)",no
ab47c199b35c5e17d426df91e14fed2a9c36c35c333d0efd8975d33c5c9403f1.wasm,"address, void, address, [ ], [], [], [], [561788 819252]","Error(Contract, #501)","Error(Contract, #501)",unknown
ab5a87f560b7ca8893bc6a2874acbfecd713647bfe9cebef828185848fea1497.wasm,"address, {alpha: bytes[64] beta: bytes[128] delta: bytes[128] gamma: bytes[128] ic: [bytes[64] bytes[64]]}",ok,"Error(WasmVm, InvalidAction)",no
ab68de681b2bfb8da36bd8a1a9796094b26f64b8cdb1bb1a2374ee3a0a01c82b.wasm,"7, address",ok,"Error(Contract, #402)",no
ab753755bebe2636e65b78daf07b905f6c267f494ae5eb5d189ac5d0a8fd68ea.wasm,"address, address",ok,"Error(Contract, #1)",no
ab77b2e9ced69b65ee9957ce8791e2a955b1f6fa908702e0bef4bfcbbdea1c22.wasm,"address, address, rem",ok,"Error(WasmVm, InvalidAction)",no
aba393eed4352f48b8189f98a91cdaba7f9146884c67f84d7a646d6b19cfd228.wasm,", 7, 91817, address, address, address, address, address, address","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
abb9968e7ebad5afcfb0cc9d803d55d5991075a5f67950082e69823cc5b55091.wasm,address,ok,ok,yes
ac334d4e04249e8b042e7bed535289585c5c6e2e08de02b24363576b554a727d.wasm,"address, address",ok,"Error(Contract, #410)",no
ac39c01f46de44eff785593aae42f6a470e487f3cbfb4daffec922c4bbba34ff.wasm,"{admin: address manager: address processor: address underlying_asset: address upgrader: void vault: address}, {emergency_cooldown: void limits_cooldown: void manager_change_cooldown: void manager_daily_limit: void manager_max_per_tx: void processor_change_cooldown: 665139 processor_cooldown: 898948 processor_daily_limit: void processor_max_per_tx: void}",ok,"Error(Contract, #81)",no
ac4e4f6301993031a8aa7bf6d69c6609c2b41cb0507a93383d08a0512ad80482.wasm,"address, address, address, address, address, address","Error(Contract, #9)","Error(Contract, #9)",unknown
ac63334c62a48aa3ea5c2187e423ebe89bcf285848e25251aa839667323083c8.wasm,"bytes[32], bytes[32], {admin: address fee_recipient: address max_allowed_slippage_bps: 300453 max_allowed_spread_bps: 958139 max_referral_bps: 220050 stake_init_info: {manager: address max_complexity: 167983 min_bond: 526191 min_reward: 716696} swap_fee_bps: 15017 token_init_info: {token_a: address token_b: address}}, address, 201536, , 7","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
ac76f6e6d3511a076e0e43e805c40942d648a6d29af4eb0f8d1c59f989546118.wasm,"address, 213048, 311878, address",ok,"Error(WasmVm, InvalidAction)",no
ac838c1d86551e39c5e87b497138ab23cbf8fb585bc7bb9acad24f1f151efdc3.wasm,"address, address, 905563, 648006, address, address, 107969",ok,"Error(Contract, #1)",no
acde2f0cc6881c547ff839fbebd8795dd220ce27fc6fc456a9ec6b2e7c185f2e.wasm,"address, address, address, address, address, address","Error(Contract, #9)","Error(Contract, #9)",unknown
ad2578e6fb0658db195c877290dc70dd9a2f0b70a699181c45b445c36b6091e3.wasm,"[address address], [address address], [RiskAdjusted]","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
ad26624713903d546f934481763de9003d412f6efff30f54384a9dd56b3184c4.wasm,"address, {apy_alpha: 936991 burn_receive_percentage: 621548 burnable_percentage: 303508 dogstar_fee_percentage: 345496 haw_ai_percentage: 593164 oracle_contract_id: address power_action_fee: 882016 power_to_usdc_rate: 120688 stake_interest_percentages: [] stake_periods: [870316] terry_per_deck: 735953 terry_per_fight: 9057 terry_per_lending: 339248 terry_per_power: 646981 terry_per_stake: 788084 withdrawable_percentage: 455382 xtar_token: address}",ok,"Error(WasmVm, InvalidAction)",no
ad2d5b94b5fd48c662b7240cd0fc5e0579ce160628e7f827e632255e4bf810eb.wasm,address,ok,ok,yes
ad81fc06b4932efe64d2915cb5068d687116339e023a99ec6c6116aa95c74fbb.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
ad90cc26d514c44201d890ae5e61a0145dffd19dca3a7072c50b078b5e9fa213.wasm,"address, [address address address address [address] address], address, bytes[32], [address address], 147633, [429889 71615]","Error(Contract, #2003)","Error(Contract, #2003)",unknown
add458751ca624f37c929495ef6e55845a5120f67f4bef386c18690949236dbd.wasm,address,ok,"Error(Contract, #1)",no
adf28ca3fb4e36fcd4bb10dc17df5b86191c5826b2707fa4503313b5be2cfa7c.wasm,"address, address, address, address, 520016",ok,"Error(Contract, #1)",no
adfc960535c3ae4fd3be18390e684667bae6115f560cb1944e6c0484b604331d.wasm,"bytes[32], bytes[32], {admin: address fee_recipient: address max_allowed_slippage_bps: 311690 max_allowed_spread_bps: 486923 max_referral_bps: 498040 stake_init_info: {manager: address max_complexity: 428377 min_bond: 308630 min_reward: 648767} swap_fee_bps: 529710 token_init_info: {token_a: address token_b: address}}, address, 668239, a, tyn","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
ae0da5a84b15805c5c7931ac567a8d1b34be3f26b483993d9ff80cb2c3de9852.wasm,"address, [address address address address [] address], address, bytes[32], [], [747733 554679]","Error(Contract, #2001)","Error(Contract, #2001)",unknown
ae4b76f29fdd3dbb55fcfe99bf4a4b5d494b08d77d2036e7c4b86e111b9368c6.wasm,"l, address, address, address",ok,"Error(Contract, #1)",no
ae81e6d8869dd1586fe4adee2ed352ced158e99797aa47614b81d63dad69826d.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
ae867e16a904304027b47f65fcea1e347f709cc672a67585ce3e8a498cc2ee82.wasm,"address, [Stellar address], 915806, 54373",ok,"Error(WasmVm, InvalidAction)",no
ae9c2b00148b2b4cacb4891f1f7aafc159d5a766e049b15c7f7f765ccce0b688.wasm,bytes[32],ok,"Error(Contract, #5)",no
aead11f442a5505e1b88329069fb3bd2df60e983075a45017be309361a1db1ed.wasm,"address, address, address","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
aeb181dd59500d1ca36aad24dd5ffc1dc1a50b642144a5a92bb9b0a3f01c6baf.wasm,"address, address, address",ok,"Error(Contract, #2)",no
aeb454317eef7883efc21d7cfd7c0cefb058e0279e8fb80fd9f3f56cdc715505.wasm,"address, address, bytes[32], [address address address], 766324","Error(Contract, #2001)","Error(Contract, #2001)",unknown
aed7aac1dbc238f621cd624bc36affe37fbc48fd6ac2559d10249e167b617dfe.wasm,"address, address, address",ok,"Error(Contract, #2)",no
af7bcef43d779b4c88bf4325a70de23deac55f401352be1e0ee3f3c378a5b4fd.wasm,"f, m, 527387",ok,ok,yes
b02077bee88de8d0b9dbdca3ceb20d9334d8283074c2615e34cc53451acf5a1a.wasm,"address, 776732, , 0","Error(Contract, #605)","Error(Contract, #605)",unknown
b0656c76a9e489718ace0e60390b32ea516b11c83d81bbab980d5145689703d3.wasm,"address, address, address",ok,"Error(Contract, #2)",no
b0718b590c112d928b2b4f1868f7a1b2ace50bff4beb8ae4031011ae73577d0f.wasm,{native_token: address network_id: gik sender: address upgrade_authority: address},ok,"Error(Contract, #2)",no
b0c4ee88a2d47f346ae35fb64aef1d167e2148cf7fca7493ba88b058d49068a3.wasm,"address, kwr, t",ok,"Error(WasmVm, InvalidAction)",no
b0fac63cdbb6f5b6287f33585db90ade921dc4b138fcdfecc6aa547c39450833.wasm,"3xn, 3",ok,"Error(Contract, #6)",no
b1555702a4cca7c44e02beb5aa82b0271c0367471c68f2ec9246c31b202e38ee.wasm,"address, address, address",ok,"Error(Contract, #3)",no
b171497d25b17e09a9725bfeff436938fa1c4533486dac14e6cdfb4678ffce57.wasm,"address, address, address",ok,"Error(Contract, #1)",no
b1a6152161a54be7a97c80b3156ca9a6a01416ed7bc35e660b5e322309c194c6.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
b1d63b1744696324837aaaa841fabfc287db498835f470ab2c0947f8087942fe.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
b206ad73749070ab2e5ebef8635121d20f305d953fbccaab5b238c4e65424a7c.wasm,"address, address, address",ok,ok,yes
b2475145ef8988df0d66ff4a9ceca829fdb883121f281c01d8fcf664afcebfc9.wasm,"address, , cf9, 596470",ok,"Error(Contract, #12)",no
b27daf202beb42d72771b0c8808ea3bc041ba04bc8c3472d4129db99c6334030.wasm,"address, 8844",ok,"Error(Contract, #4)",no
b28ebedebc2c41d54dfaa30256b82823de72c220d85664c7eed8871b78f3a943.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
b2be006d3423d8dd1075f4df6f8f76e7000174c119149d4bd2021ddd050c13cb.wasm,"address, {apy_alpha: 641394 burn_receive_percentage: 255906 burnable_percentage: 802280 dogstar_fee_percentage: 147780 haw_ai_percentage: 274253 oracle_contract_id: address power_action_fee: 905442 power_to_usdc_rate: 248439 stake_interest_percentages: [293734 400155 911927] stake_periods: [] terry_per_deck: 659984 terry_per_fight: 291562 terry_per_lending: 343902 terry_per_power: 498914 terry_per_stake: 304764 withdrawable_percentage: 668086 xtar_token: address}",ok,"Error(WasmVm, InvalidAction)",no
b33759347acc1858216df962a0ec7f7f6a6de2630802244eb5e3873ae0d686e7.wasm,", address, address, address",ok,"Error(Contract, #3)",no
b35c14919180f1cc5be312b28e0d5a9ac9f112dc6dee799f52188b6826fdd2c4.wasm,"address, 422038, , dbt","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
b3a877585737e9f48f64146799e76f93158c4812c64ae3e95e9fc474784216b1.wasm,"address, k, 6",ok,"Error(WasmVm, InvalidAction)",no
b3bfc37d8f4396888605c66cfc19448cb0c552d67bd8355bf292d4515dd79ead.wasm,address,ok,"Error(Contract, #1)",no
b3c9fa65079416f5c6c8f58f200e7c8af68d48181066cf36d46e4811a184a6a8.wasm,"address, address, 450930",ok,"Error(Contract, #1)",no
b3e142604623f22f70bd6c145ff9b8db1069ffea4d9380333aac9573f5325f41.wasm,address,ok,ok,yes
b415cdb0876e95670d176a4acceee767fced4f4c79d88d2e58ab37e54898f6d5.wasm,address,ok,"Error(Contract, #3)",no
b427363f17a2bfd6007b33c1827c94f4c0d58646adfe3cfa65b4499ae77c24f0.wasm,"bytes[32], address, address",ok,"Error(Contract, #2)",no
b44e50d998f58b9fc1981a81391adbee20cf354be89dedef2271277d448525e2.wasm,"address, address, address, address, address, address",ok,"Error(Contract, #2)",no
b45839512882d9456e4c8af26367a3e89419825874015b77c4a695c317a83671.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
b46eb071487fc9e944e0ca39c5bf220925b26ce4b966e8a236b67f3ecef099eb.wasm,address,ok,"Error(Contract, #1)",no
b4900bc1f258c377b17eb3809fa5b250540b7202faa44e6e84928fcb30134b9d.wasm,"address, address, address",ok,"Error(WasmVm, InvalidAction)",no
b4e621fbdc990177ef071c439100bc382c58d08e9d9710f82fbb993698e17931.wasm,"bytes[32], bytes[32], {admin: address default_slippage_bps: 387537 fee_recipient: address max_allowed_slippage_bps: 799246 max_allowed_spread_bps: 974124 max_referral_bps: 125546 stake_init_info: {manager: address max_complexity: 691802 min_bond: 651090 min_reward: 622692} swap_fee_bps: 944097 token_init_info: {token_a: address token_b: address}}, address, 763047, 5, a, 675446, 410497","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
b4f35b3f1373d63f37ab35c5ffb2e543fd0974caf5d3341aea55de6cd5d88765.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
b5080a685a1e7af3be47cdb05d2b59034e5364746eeb260ef31894fc374599bb.wasm,"address, address, address, f, true, address, 586134, 75069, 564343","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
b526cf0cd8ec9c900d16b4caeddcc3bc34031fc27fa16ed303a63eba0fcf716d.wasm,"address, address, address",ok,"Error(WasmVm, InvalidAction)",no
b54ba37b7bb7dd69a7759caa9eec70e9e13615ba3b009fc23c4626ae9dffa27f.wasm,"address, [address address address address [address]], address, bytes[32], [address address], 514570","Error(Storage, MissingValue)","Error(Storage, MissingValue)",unknown
b5729cda915dc85b047dc56a8f64a106d63242c790c6ae89d0edc07ac727f671.wasm,{admin: address chain_id: 261754},ok,"Error(Contract, #3)",no
b68c078db43322193f6ba22fd20e54053935305c29e27050fd3b02a9bd749748.wasm,address,ok,"Error(Contract, #2)",no
b699527d2c20d3d2509be6bacfacb5bc70e4443e90217c55e0e031dc98e47d09.wasm,"address, address, address, 741407, 167169, address, 406715, address",ok,"Error(WasmVm, InvalidAction)",no
b6ce504930f43aac1af31b80078a65f83824c036311309fd8f99683946a16108.wasm,address,ok,"Error(Contract, #2)",no
b6f291b07430a8bdfc86f178d71b2759ad3b13e76b1f0232969f914103f432d0.wasm,address,ok,"Error(Contract, #1)",no
b70ba6ef1ba0b92213896a7ae286b414d1a17e9b862dffe88a980c2792755d87.wasm,"address, address, address","Error(Contract, #1)","Error(Contract, #1)",unknown
b74367b144fcbbb3b39489499d68721bcecde8db688d6f65a03b01c003080004.wasm,address,ok,"Error(Contract, #2)",no
b772487fffd3713d277d03185b214b87e5082d87ee4520ffc138462c84dcca8b.wasm,address,ok,"Error(Contract, #1)",no
b7a7ebb74f03a879aa2c43ef9ec3e7e720bae1601bf9868f44e5bd55e1a912f8.wasm,"address, address, address",ok,"Error(WasmVm, InvalidAction)",no
b7b85a40d548ab3c95af5252bd238f33c1b4b8b20abec75fb72470ae57ae904b.wasm,"address, g1",ok,"Error(Contract, #1)",no
b7d0fa1db16c4fe6f05507abce39feb0594feb298e4e3a582e4d325e3bff8a8b.wasm,"address, address, address, address, 891092","Error(Contract, #2)","Error(Contract, #2)",unknown
b7eb18e2eb98b67e8be57168b52f6555414570202825604b3beb5ec3e33ac41c.wasm,"address, bytes[32], [address address address], 989563, 739921, 220332","Error(Storage, MissingValue)","Error(Storage, MissingValue)",unknown
b809596396cf8beb58c1a7f1c4c4bd0b5ca385b2f20bf4eb03198fc9f7bae28e.wasm,"address, {apy_alpha: 956128 burn_receive_percentage: 437043 burnable_percentage: 420048 dogstar_fee_percentage: 298489 haw_ai_percentage: 967617 oracle_contract_id: address power_action_fee: 387353 power_to_usdc_rate: 912828 stake_interest_percentages: [291704 153910] stake_periods: [779054 709544 476302] terry_per_deck: 811555 terry_per_fight: 204561 terry_per_lending: 846148 terry_per_power: 439202 terry_per_stake: 931481 withdrawable_percentage: 813658 xtar_token: address}",ok,"Error(WasmVm, InvalidAction)",no
b8583edbc056cf7ffb4903520ab429db3404f02afc7a5aa631705267d0779dfb.wasm,"{asset_token: address borrower: address deposit_deadline: 894236 max_capacity: 457925 min_capacity: 464554 offer_book: address request_id: 369615 settlement_engine: address vault_id: 908198}, w2, ","Error(Contract, #9)","Error(Contract, #9)",unknown
b87cf19d474e54dd16b91628930ef5d4d9a095c47cdd99d71a9a2e0052d301d0.wasm,"address, address, address, 89110, 752190",ok,"Error(WasmVm, InvalidAction)",no
b893a6a0cfc68855cf8c0fd129bd8137860d9ca16c1bbf5c375625431f76425d.wasm,"address, [address address address address [address address address] address], address, bytes[32], [address address], 301818, [853174 394365]","Error(Contract, #2003)","Error(Contract, #2003)",unknown
